Text,Views,Replies,Reposts,Likes,Bookmarks,Note Published?,Tweet ID:
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1871939764922028544
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1809689892160696320
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1809784765610131456
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1879636058402631936
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1870932403293659136
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1703442022747566080
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1824937847582839040
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1672204483877535744
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1691483026356678656
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1727082600747946240
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1636800988232433664
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1680261096903692288
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1726687279815823616
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1826237786611200256
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1827132389187039744
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1815948512854474752
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1879246269455139328
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1817768956754788352
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1812258086293561600
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1777153763087626240
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1798690227583664640
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1827916241316516096
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1828262798494667264
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1840943305682547200
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1842264680334541056
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1751171547560030464
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1818963345065607424
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1849465125570294016
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1818936601633759232
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1772981738748223744
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1841596794968351232
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1661046522434449408
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1673744027521368064
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1680683725460238336
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1726639586225332480
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1730411926000218624
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1735449207220363520
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1752066588331680000
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1768313949399704064
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1776460280400052224
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1825996228045246720
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1780409807754690560
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1877022130665083136
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1878137821443072256
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1878168657873768960
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1848816599261975040
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1764784098822750464
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1876372323139469312
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1875742881358737664
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881752812276891648
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1870234976395874304
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1879943165240816128
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1676996947163348992
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1796693447618760960
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1872625254788722944
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1802098777257623552
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1850609987242103040
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1829186852181409792
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852531624094625792
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1757136140350398464
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1819077715821285888
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1877794394394227200
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1876323014746534400
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1803810878430572800
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1868428354971717632
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1877526954817044480
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1879603332785819904
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1866891445652910336
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1859835132527641088
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1867270129979113472
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1870701491625087488
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1840031732482851328
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1823461484468318464
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881671012900802816
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1856857283910660608
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1820957411378704896
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1830140465640886784
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1847032999852101632
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881328949021573376
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1802127167666470912
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1816131904053076224
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1724936047489167872
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1745110176372339200
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1862127644222832896
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1872312139945234432
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1840605440863817984
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1781779896580088320
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1779285783234642176
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1832641793554608640
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1873417011294093312
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1686740866428174336
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1815801282742915584
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1824839784852013056
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1824819053061669120
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1828616319228391680
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1829256147225977344
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1833180704869625856
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1833147988765478912
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1849137011875062016
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1849136797877494016
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1849142527191916544
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852420352699240960
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1866272797841867264
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1816703942723543296
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1790145016494436352
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1.855575439391e+18
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1855615055636697600
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1871229412114661376
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1854581689411846400
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1773365487059005440
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1873980231675183360
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1759937863854989824
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1855011230718571008
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1824635772558823680
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1835993851284128000
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852344024671088896
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1836073476127687168
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1787711987511701760
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1822260821801538048
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1824536627726913536
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1824975575259193600
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1868348133044056320
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1873124743119028736
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1763001905817829376
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1877525664040988672
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1795096202842681600
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1869271986880552960
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1859740216338321664
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1804643698178711552
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1829624971909357568
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1829627847960404224
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852119376423719424
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1878244066334285824
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1862711450772414720
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1878206506635579392
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1741771320801538560
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1827540616282055168
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1871830656054906880
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1874908371121574144
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1839132221346652160
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1834352961054802176
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1829648832235446784
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1829664223892480000
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1830495696757084160
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1830637956723532288
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1830651223722119424
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1831053118265843712
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1831173295846379520
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1876174862747930624
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881449113356738816
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1842091235508379648
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1733080446672457984
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1743008298830364672
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1821933976874856960
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1841853402499654144
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1780039918737121536
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1798477148866371840
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1871633051811520512
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1866213741219704832
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1868352116961558784
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1869909589006921984
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881433205867491584
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881433327779168768
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881431997891096576
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881434025581305856
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1865589420658713088
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1769692006551593216
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1861296328170708992
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1876455624424185856
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1835368720484683776
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1874576453922115840
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1819821233787314176
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1820465314578219264
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1868110535037968640
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1654968316673286144
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1880762377869894144
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1778401720445354496
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1815017219807449600
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1854356609385878016
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1857531129638617600
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852807444541432064
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1879312259349930240
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1783636098666680576
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1827094584775622656
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1822018729334730752
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1878627587691524608
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1833865787385225216
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1878637817531912192
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1865948732732362752
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1824553748187771136
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852951337979306240
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1817159134896177152
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1731737915472896000
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1736407306311475200
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1830613005283008512
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1875806670426927104
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1836171892035592192
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1847065517439504384
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1827722601864544256
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852798584766541824
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1757924482885583104
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1867229999373410560
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1789437356526768640
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1828077245606342656
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1784551582484353280
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1798082031492206592
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1843489545897013248
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1881131026371444736
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852049580944429824
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1781330862115610880
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1841231205737644032
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1760516729783148544
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1822299630266183680
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1870124860380172288
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1742548322550698240
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1816427307424194560
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1813251458407756288
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1861782227660484864
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1752786076320600576
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1786233302346514432
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1783927136224501760
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1.848159425712e+18
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1864581343772070144
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1791822893006946816
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1848399775260963328
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1748436119144788224
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1822247751284908032
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1752491924848820480
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1767613281596784640
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1651963786545319936
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1804709620205728000
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1826627888512467200
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1764342809018933504
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1823462030629863424
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1741889062556889344
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1868000735360905216
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1823152153445405184
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852832773712863744
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1822734751641305344
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1795597706385338624
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1.797014726574e+18
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1692260704068292864
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1869136583645118976
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1853975959906680832
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1849522320504762624
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1875482430955532800
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1870575038480712192
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1817905351880020480
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1818986936310075904
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1830622162362745344
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1842132421577441792
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1714366541553103104
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1840395813282804224
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1742373480023101696
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1848489608264180224
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1730650140229201920
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1730572287294730496
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1791295815157186816
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852033066157441280
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1847332277149135104
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1853926328380367104
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1833999121205563392
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1836093451429122560
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1850669324186649088
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1701200162683580928
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1784833862931022336
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1836148149313835520
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1815735148970717696
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1753907198177251584
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1875919803913019392
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1872266849913569280
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1878278893649474048
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1815400658847269376
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1821605143689019392
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1842554014749360640
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1748974334754849024
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1796301496528814080
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1879649330757583360
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1755254865759293440
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1715355502337499136
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1812435914473295872
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1760270122848322048
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1717916845859078400
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1811783320839008256
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1828927343483912192
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1727429823717671424
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1727770149317455872
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1759389412616544768
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1766507286556471808
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1844350050656452864
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1846918916745900032
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1818770747692925184
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1816850542208876800
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1834635674164904448
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1877886897055531008
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1752499575464903168
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1810290039974146304
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1758757003780874240
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1802721684585107968
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1683852156749729792
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1854565492503314944
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1847617878108889088
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1850522525031158016
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1850989621401837824
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1854701760385872384
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1859563977455366400
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1775835018218082816
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1822160925484302336
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1874657575637221888
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1822381755782889472
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1742066601443418112
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1748367371533009408
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1853998260538740736
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1848994014218904064
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1882427199774695680
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1818617398838411520
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1828190048593834240
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1852405003954335744
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1856843981579325440
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1803500803375898624
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1879579065117487616
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1875898350467457280
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1821480072441635328
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1820550510757433856
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1821698367421821440
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1871511312359944192
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1785649641964323328
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1706771876880716288
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1752060088913661952
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1833864928232722432
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1876346398851174656
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1779447009016987904
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1777697750764658944
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1805253626551496960
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1776282144416972800
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1801264223080558592
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1869459369559224832
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1869459012691107840
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1874924184608047104
DivN/A,divN/A,divN/A,divN/A,divN/A,divN/A,False,1819753882391597568
